title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Suzuki Cultus VXL 2019,2595000,Karachi,2019,83000,Petrol,Not Available,Karachi,White,Local,1000,2024-05-02,Medium,Medium,Thursday,5
Toyota Raize 2020,5900000,Lahore,2020,22000,Petrol,Automatic,Punjab,White,Imported,1000,2024-05-02,High,Low,Thursday,4
Suzuki Wagon R FX Limited 2014,2230000,Islamabad,2014,230000,Petrol,Automatic,Islamabad,Black,Imported,660,2024-05-02,Medium,High,Thursday,10
Suzuki Cultus VXR 2006,800000,Karachi,2006,100,Petrol,Not Available,Karachi,Black,Local,1000,2024-05-02,Low,Low,Thursday,18
Toyota Vitz FL 1.0 1999,1600000,Peshawar,1999,100000,Petrol,Automatic,Punjab,Silver,Imported,1000,2024-05-02,Low,Medium,Thursday,25
Suzuki Alto VXR (CNG) 2008,1220000,Islamabad,2008,105000,Petrol,Not Available,Islamabad,Solid White,Local,1000,2024-05-02,Low,High,Thursday,16
Toyota Starlet 1.3 1984,800000,Peshawar,2012,125000,Petrol,Automatic,Lahore,Red,Local,1300,2024-05-02,Low,High,Thursday,12
Suzuki Swift DLX 1.3 2013,1825000,Lahore,2013,161000,Petrol,Not Available,Lahore,Metalic Green,Local,1300,2024-05-02,Low,High,Thursday,11
Suzuki Bolan VX Euro II 2015,1240000,Karachi,2015,75800,Petrol,Not Available,Sindh,Solid White,Local,800,2024-05-02,Low,Medium,Thursday,9
Suzuki Swift GLX CVT 2023,4795000,Karachi,2023,6500,Petrol,Automatic,Sindh,White,Local,1200,2024-04-26,High,Low,Friday,1
Mercedes Benz E Class E55 AMG 2005,9000000,Islamabad,2005,95000,Petrol,Automatic,Karachi,Sliver,Local,5438,2024-04-26,High,Medium,Friday,19
Toyota Aqua S 2018,5600000,Hyderabad,2018,50000,Hybrid,Automatic,Sindh,Silver,Imported,1500,2024-04-26,High,Low,Friday,6
Toyota Yaris Hatchback 2020,4700000,Lahore,2020,42000,Petrol,Automatic,Un-Registered,Blue,Imported,1000,2024-04-26,High,Low,Friday,4
Daihatsu Copen Robe S 2018,4900000,Karachi,2018,15000,Petrol,Automatic,Un-Registered,Pearl White,Imported,660,2024-04-26,High,Low,Friday,6
Changan Alsvin 1.5L DCT Comfort 2024,4250000,Islamabad,2022,7000,Petrol,Automatic,Islamabad,Steller White,Local,1500,2024-04-26,High,Low,Friday,2
Daihatsu Terios Kid Custom Memorial Edition 2010,2650000,Karachi,2010,107000,Petrol,Automatic,Sindh,Black Metallic,Imported,660,2024-04-26,Medium,High,Friday,14
Jeep Wrangler 2016,32500000,Islamabad,2016,134000,Petrol,Automatic,Islamabad,White,Imported,3600,2024-04-26,High,High,Friday,8
Lexus LX Series LX570 2016,63000000,Islamabad,2016,36000,Petrol,Automatic,Un-Registered,White,Imported,5700,2024-04-26,High,Low,Friday,8
Suzuki Alto VXR 2011,1250000,Okara,2011,288200,Petrol,Not Available,Punjab,Grey,Local,1000,2024-04-26,Low,High,Friday,13
Haval H6 HEV 2024,12500000,Lahore,2024,25,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,2024-04-26,High,Low,Friday,0
Honda City 1.5L ASPIRE CVT 2022,5200000,Islamabad,2022,23426,Petrol,Automatic,Islamabad,Black,Local,1500,2024-04-26,High,Low,Friday,2
Suzuki Alto VXR (CNG) 2005,1000000,Mardan,2005,230000,Petrol,Not Available,Islamabad,White,Local,1000,2024-05-02,Low,High,Thursday,19
Suzuki Swift DLX Automatic 1.3 Navigation 2018,2710000,Karachi,2018,60000,Petrol,Automatic,Sindh,Gold,Local,1300,2024-05-02,Medium,Medium,Thursday,6
Suzuki Wagon R VXL 2022,3190000,Islamabad,2022,3800,Petrol,Not Available,Islamabad,White,Local,1000,2024-05-02,Medium,Low,Thursday,2
"Bad gateway
Error code 502",0,Islamabad,2015,79192,Not Available,Not Available,Not Available,Not Available,Not Available,1300,2024-05-03,Low,Low,Wednesday,9
"Bad gateway
Error code 502",0,Islamabad,2015,79192,Not Available,Not Available,Not Available,Not Available,Not Available,1300,2024-05-03,Low,Low,Wednesday,9
KIA Sportage FWD 2020,7000000,Lahore,2020,42000,Petrol,Automatic,Punjab,White,Local,2000,2024-05-02,High,Low,Thursday,4
Honda HR-V VTi-S 2023,7500000,Islamabad,2023,12500,Petrol,Automatic,Islamabad,Teffeta White,Local,1500,2024-05-02,High,Low,Thursday,1
Honda City i-DSI Vario 2008,2250000,Karachi,2008,73000,Petrol,Automatic,Karachi,Crystal Black,Local,1300,2024-05-02,Medium,Medium,Thursday,16
Suzuki Wagon R VXL 2022,2950000,Sargodha,2022,33000,Petrol,Not Available,Punjab,Solid White,Local,1000,2024-05-02,Medium,Low,Thursday,2
Toyota Corolla GLi 1.3 VVTi 2010,3000000,Sargodha,2010,72300,Petrol,Not Available,Lahore,Black,Local,1300,2024-05-02,Medium,Medium,Thursday,14
Suzuki Cultus VXL 2018,2520000,Jatoi,2018,105000,Petrol,Not Available,Karachi,White,Local,1000,2024-05-02,Medium,High,Thursday,6
Suzuki Alto VXL AGS 2023,3100000,Lahore,2023,7197,Petrol,Automatic,Punjab,Silky Silver,Local,660,2024-05-02,Medium,Low,Thursday,1
Suzuki Swift DLX 1.3 2014,2150000,Sialkot,2014,68000,Petrol,Not Available,Sindh,Black,Local,1300,2024-05-02,Low,Medium,Thursday,10
Honda Vezel Hybrid X 2016,6100000,Sheikhupura,2016,59000,Hybrid,Automatic,Islamabad,Grey,Imported,1500,2024-05-02,High,Medium,Thursday,8
Toyota Hiace 2008,3579999,Mandra,2008,350000,Petrol,Automatic,Lahore,Silver,Imported,2000,2024-05-02,Medium,High,Thursday,16
Suzuki Alto VXR 2022,2525000,Islamabad,2022,39000,Petrol,Not Available,Punjab,White,Local,660,2024-05-02,Medium,Low,Thursday,2
Toyota Aqua S 2015,4500000,Islamabad,2015,113000,Hybrid,Automatic,Islamabad,Grey,Imported,1500,2024-04-26,High,High,Friday,9
Honda Civic Oriel 2024,8450000,Rawalpindi,2018,1700,Petrol,Automatic,Un-Registered,White,Local,1500,2024-04-26,High,Low,Friday,6
Toyota Prius S 1.8 2015,5285000,Lahore,2015,130000,Petrol,Automatic,Islamabad,Silver Metallic,Imported,1800,2024-04-26,High,High,Friday,9
Suzuki Khyber 1991,300000,Islamabad,1991,120,Petrol,Not Available,Lahore,White,Local,1000,2024-04-26,Low,Low,Friday,33
KIA Sportage AWD 2021,7000000,Lahore,2021,61817,Petrol,Automatic,Punjab,White,Local,2000,2024-04-26,High,Medium,Friday,3
Toyota Fortuner 2.8 Sigma 4 2019,14000000,Mandi bahauddin,2019,76000,Diesel,Automatic,Islamabad,Attitude Black,Local,2800,2024-04-26,High,Medium,Friday,5
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5900000,Lahore,2021,54000,Petrol,Automatic,Lahore,Super White,Local,1800,2024-04-26,High,Medium,Friday,3
Suzuki Xbee MZ 2019,3975000,Karachi,2019,29200,Hybrid,Automatic,Karachi,Indigo,Imported,1000,2024-04-26,Medium,Low,Friday,5
Toyota Fortuner 2.7 VVTi 2014,7500000,Islamabad,2014,150000,Petrol,Automatic,Islamabad,Super White,Local,2700,2024-04-26,High,High,Friday,10
Honda BR-V i-VTEC MT 2019,4140000,Karachi,2019,116043,Petrol,Not Available,Karachi,Sporty Blue,Local,1500,2024-04-26,High,High,Friday,5
Toyota C-HR G-LED 2019,8325000,Lahore,2019,82500,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1800,2024-04-26,High,Medium,Friday,5
Hyundai Sonata 2.0 2022,8900000,Lahore,2022,22029,Petrol,Automatic,Islamabad,Hampton Grey,Local,2000,2024-04-26,High,Low,Friday,2
Daihatsu Move X Turbo 2015,2875000,Multan,2015,98000,Petrol,Automatic,Multan,Fire Quartz Red,Imported,660,2024-05-02,Medium,Medium,Thursday,9
Suzuki Alto VXR 2008,950000,Lahore,2008,85000,Petrol,Not Available,Lahore,Silver,Local,1000,2024-05-02,Low,Medium,Thursday,16
Daihatsu Mira ES 2014,2425000,Karachi,2014,123235,Petrol,Automatic,Karachi,Pearl White,Imported,660,2024-05-02,Medium,High,Thursday,10
Toyota Vitz B Intelligent Package 1.0 2008,2200000,Khanewal,2008,105000,Petrol,Automatic,Sindh,Light Copper,Imported,1000,2024-05-02,Low,High,Thursday,16
Daihatsu Taft 2023,4800000,Peshawar,2023,8200,Hybrid,Automatic,Un-Registered,Blue,Imported,660,2024-05-02,High,Low,Thursday,1
Honda Vezel Hybrid Z 2014,5400000,Islamabad,2014,109000,Hybrid,Automatic,Islamabad,White,Imported,1500,2024-05-02,High,High,Thursday,10
Toyota Sienta G 2018,6700000,Karachi,2018,62500,Petrol,Automatic,Sindh,Silver Metallic,Imported,1500,2024-05-02,High,Medium,Thursday,6
Toyota Corolla Altis SR Cruisetronic 1.8 2008,2950000,Gujrat,2008,130000,Petrol,Automatic,Lahore,Silver,Local,1800,2024-05-02,Medium,High,Thursday,16
Honda Civic 2013,2725000,Lahore,2013,183000,Petrol,Not Available,Lahore,Bronze,Local,1800,2024-05-02,Medium,High,Thursday,11
Honda Insight EX 2018,10200000,Karachi,2018,39000,Hybrid,Automatic,Karachi,Black,Imported,1500,2024-05-02,High,Low,Thursday,6
Suzuki Bolan 2006,1025000,Islamabad,2006,49000,Petrol,Not Available,Sindh,White,Local,800,2024-05-02,Low,Low,Thursday,18
Hyundai Sonata 2.0 2023,9300000,Karachi,2023,19000,Petrol,Automatic,Karachi,White,Local,2000,2024-04-26,High,Low,Friday,1
Daihatsu Copen 2020,4975000,Islamabad,2020,35000,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-04-26,High,Low,Friday,4
Toyota Crown Athlete Anniversary Edition 2008,11500000,Lahore,2008,116000,Petrol,Automatic,Islamabad,White,Imported,3500,2024-04-26,High,High,Friday,16
Proton X70 Premium FWD 2022,6500000,Karachi,2022,29000,Petrol,Automatic,Karachi,Grey,Imported,1500,2024-04-26,High,Low,Friday,2
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,3000000,Karachi,2013,130560,Petrol,Automatic,Sindh,Crystal Black,Local,1800,2024-04-26,Medium,High,Friday,11
Toyota Prado TX 2.7 2018,25500000,Islamabad,2018,54875,Petrol,Automatic,Un-Registered,White,Imported,2700,2024-04-26,High,Medium,Friday,6
Nissan X Trail 2.0S 2022,19000000,Lahore,2022,1400,Hybrid,Automatic,Un-Registered,Diamond Black,Imported,2500,2024-04-26,High,Low,Friday,2
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Lahore,2018,100000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,2024-04-26,High,Medium,Friday,6
Toyota Land Cruiser Amazon 4.2D 2001,9300000,Rawalpindi,2001,95000,Diesel,Automatic,Islamabad,Unlisted,Imported,4164,2024-04-26,High,Medium,Friday,23
Toyota Corolla Altis X Automatic 1.6 2022,5650000,Rawalpindi,2022,23000,Petrol,Automatic,Islamabad,White,Local,1600,2024-04-26,High,Low,Friday,2
Mercedes Benz EQS 450 4MATIC 2022,55000000,Lahore,2022,12000,Not Available,Automatic,Punjab,Obsidian Black,Imported,1300,2024-04-26,High,Low,Friday,2
Toyota Corolla Altis Automatic 1.6 2018,4750000,Karachi,2018,33700,Petrol,Automatic,Un-Registered,Graphite Grey,Local,1600,2024-04-26,High,Low,Friday,6
Honda Civic EXi Prosmatec 2004,1670000,Lahore,2004,165000,Petrol,Automatic,Punjab,White,Local,1500,2024-05-02,Low,High,Thursday,20
Suzuki Wagon R VXL 2021,2760000,Multan,2021,39000,Petrol,Not Available,Punjab,White,Local,1000,2024-05-02,Medium,Low,Thursday,3
Honda Civic 1.8 i-VTEC CVT 2020,5900000,Rawalpindi,2020,28000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,2024-05-02,High,Low,Thursday,4
Toyota Corolla Altis Grande 1.8 2014,3540000,Lahore,2014,163000,Petrol,Automatic,Lahore,Silver Metallic,Imported,1800,2024-05-02,Medium,High,Thursday,10
Suzuki Mehran VX 2008,575000,Karachi,2008,55000,Petrol,Not Available,Karachi,White,Local,800,2024-05-02,Low,Medium,Thursday,16
Toyota Prius S 1.5 2011,2900000,Karachi,2011,169000,Hybrid,Automatic,Sindh,Silver,Imported,1500,2024-05-02,Medium,High,Thursday,13
MG HS Trophy 2021,6495000,Multan,2021,37000,Petrol,Automatic,Islamabad,White,Local,1500,2024-05-02,High,Low,Thursday,3
Honda Civic Oriel 1.8 i-VTEC CVT 2020,5880000,Islamabad,2020,74000,Petrol,Automatic,Islamabad,Burgundy,Local,1800,2024-05-02,High,Medium,Thursday,4
Honda N Wgn G 2020,3400000,Islamabad,2020,40000,Petrol,Automatic,Un-Registered,Black,Imported,660,2024-05-02,Medium,Low,Thursday,4
Changan Karvaan Base Model 1.0 2019,1980000,Attock,2019,135000,Petrol,Not Available,Islamabad,Silver,Local,1000,2024-05-02,Low,High,Thursday,5
Suzuki Wagon R AGS 2021,3030000,Rawalpindi,2021,58000,Petrol,Automatic,Islamabad,White,Local,1000,2024-05-02,Medium,Medium,Thursday,3
Toyota Aqua S 2018,5550000,Karachi,2018,80000,Hybrid,Automatic,Karachi,White,Imported,1500,2024-05-02,High,Medium,Thursday,6
Honda Civic EXi Automatic 1998,1100000,Mardan,1998,160000,Petrol,Automatic,Lahore,Dark Maroon,Local,1500,2024-05-02,Low,High,Thursday,26
Toyota Corolla XE 1999,1350000,Lahore,1999,224000,Petrol,Not Available,Sindh,Black,Local,1300,2024-05-02,Low,High,Thursday,25
Nissan Tiida 15G 2007,1545000,Karachi,2007,116000,Petrol,Automatic,Karachi,White Pearl,Imported,1500,2024-05-02,Low,High,Thursday,17
Honda City 1.3 i-VTEC 2015,2950000,Gujranwala,2015,152000,Petrol,Not Available,Lahore,Modern Steel Metallic,Local,1300,2024-05-02,Medium,High,Thursday,9
Honda Civic VTi 1.6 1997,1080000,Lahore,1997,121212,Petrol,Not Available,Lahore,Golden,Local,1600,2024-05-02,Low,High,Thursday,27
Toyota Corolla Altis CVT-i 1.8 2015,3900000,Lahore,2015,128000,Petrol,Automatic,Punjab,Phantom Brown,Local,1800,2024-04-26,Medium,High,Friday,9
Toyota Estima AERAS 2008,0,Islamabad,2008,165962,Petrol,Automatic,Islamabad,Silver,Imported,2400,2024-04-26,Low,High,Friday,16
Suzuki Alto GII 2007,1585000,Swabi,2007,70000,Petrol,Automatic,Multan,White,Imported,660,2024-04-26,Low,Medium,Friday,17
KIA Sorento 2.4 FWD 2021,8000000,Karachi,2021,11235,Petrol,Automatic,Karachi,Cherry Black,Local,2400,2024-04-26,High,Low,Friday,3
Honda Vezel 2015,5500000,Karachi,2015,118000,Hybrid,Automatic,Karachi,White,Imported,1500,2024-04-26,High,High,Friday,9
Mercedes Benz CLK Class CLK200 Kompressor Cabriolet 2006,5000000,Islamabad,2006,100000,Petrol,Automatic,Lahore,Black,Local,1800,2024-04-26,High,Medium,Friday,18
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6100000,Karachi,2021,82000,Petrol,Automatic,Un-Registered,Black,Local,1800,2024-04-26,High,Medium,Friday,3
Hyundai Sonata 2.5 2022,10500000,Islamabad,2022,27000,Petrol,Automatic,Islamabad,White,Local,2500,2024-04-26,High,Low,Friday,2
Honda Insight 2020,13000000,Gujranwala,2020,36500,Hybrid,Automatic,Un-Registered,Black,Imported,1500,2024-04-26,High,Low,Friday,4
Toyota Fortuner 2.8 Sigma 4 2021,15800000,Lahore,2021,15700,Diesel,Automatic,Punjab,Super White,Local,2800,2024-04-26,High,Low,Friday,3
Honda City 1.5L ASPIRE CVT 2022,5180000,Lahore,2022,26000,Petrol,Automatic,Islamabad,White,Local,1500,2024-04-26,High,Low,Friday,2
Honda Civic Oriel 2022,7700000,Islamabad,2022,5500,Petrol,Automatic,Un-Registered,Teffeta White,Local,1500,2024-04-26,High,Low,Friday,2
Toyota Corolla Altis Cruisetronic 1.8 2008,2580000,Lahore,2008,130000,Petrol,Automatic,Punjab,Celestial Black,Imported,1800,2024-05-02,Medium,High,Thursday,16
KIA Picanto 1.0 AT 2020,2700000,Burewala,2020,48000,Petrol,Automatic,Islamabad,White,Local,1000,2024-05-02,Medium,Low,Thursday,4
Suzuki Swift 2021,4550000,Lahore,2021,7000,Petrol,Automatic,Un-Registered,Grey,Imported,1000,2024-05-02,High,Low,Thursday,3
Toyota Corolla Fielder Hybrid 2014,4320000,Peshawar,2014,176000,Hybrid,Automatic,Islamabad,Grey,Imported,1500,2024-05-02,High,High,Thursday,10
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3275000,Karachi,2015,90000,Petrol,Automatic,Sindh,White,Local,1300,2024-05-02,Medium,Medium,Thursday,9
Toyota Hilux Vigo Champ G 2013,6100000,Lahore,2013,100000,Diesel,Automatic,Sindh,Attitude Black,Local,2500,2024-05-02,High,Medium,Thursday,11
Suzuki Alto VXR 2008,819999,Karachi,2008,80000,Petrol,Not Available,Karachi,Green,Local,1000,2024-05-02,Low,Medium,Thursday,16
Toyota Vitz F 1.0 2014,3200000,Gujrat,2014,85000,Petrol,Automatic,Lahore,Silver,Imported,1000,2024-05-02,Medium,Medium,Thursday,10
Proton Saga 1.3L Ace A/T 2022,3600000,Rawalpindi,2022,12000,Petrol,Automatic,Rawalpindi,Snow White,Local,1299,2024-05-02,Medium,Low,Thursday,2
KIA Sportage FWD 2021,7050000,Karachi,2021,35000,Petrol,Automatic,Karachi,Sparkling Silver,Local,2000,2024-05-02,High,Low,Thursday,3
Honda City i-DSI Vario 2004,1550000,Karachi,2004,125000,Petrol,Automatic,Karachi,Beige,Local,1300,2024-05-02,Low,High,Thursday,20
Suzuki Mehran VXR Euro II 2018,1299000,Faisalabad,2018,52100,Petrol,Not Available,Lahore,White,Local,800,2024-05-02,Low,Medium,Thursday,6
Toyota Corolla Altis Grande CVT-i 1.8 2016,4390000,Karachi,2016,75100,Petrol,Automatic,Karachi,Silver,Local,1800,2024-05-02,High,Medium,Thursday,8
Toyota Corolla 2007,3150000,Peshawar,2007,199999,Petrol,Automatic,Islamabad,Grey,Imported,1500,2024-05-02,Medium,High,Thursday,17
Changan Alsvin 1.5L DCT Lumiere 2022,3900000,Lahore,2022,39000,Petrol,Automatic,Punjab,Steller White,Local,1500,2024-05-02,Medium,Low,Thursday,2
Suzuki Alto VXR 2010,801000,Karachi,2010,100000,Petrol,Not Available,Karachi,Solid White,Local,1000,2024-05-02,Low,Medium,Thursday,14
Toyota Corolla XE Limited 1999,2349000,Islamabad,1999,79560,Petrol,Not Available,Lahore,Black,Local,1300,2024-05-02,Medium,Medium,Thursday,25
Toyota C-HR S-GR Package 2017,7900000,Karachi,2017,100000,Hybrid,Automatic,Karachi,Black,Imported,1800,2024-05-02,High,Medium,Thursday,7
Toyota Corolla GL Saloon 1986,900000,Lahore,2000,200000,Petrol,Not Available,Peshawar,White,Local,1500,2024-05-02,Low,High,Thursday,24
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7000000,Sargodha,2022,36000,Petrol,Automatic,Punjab,Black,Local,1800,2024-05-02,High,Low,Thursday,2
Honda BR-V i-VTEC S 2020,5000000,Karachi,2020,28000,Petrol,Automatic,Karachi,Lunar Silver Metallic,Local,1500,2024-05-02,High,Low,Thursday,4
Toyota Hilux Revo V Automatic 2.8 2021,13000000,Islamabad,2021,29000,Diesel,Automatic,Islamabad,Super White,Local,2800,2024-04-26,High,Low,Friday,3
Honda Civic VTi Prosmatec 1.8 i-VTEC 2008,2050000,Islamabad,2008,175000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,2024-04-26,Low,High,Friday,16
Toyota Sienta X 2019,5475000,Lahore,2019,57000,Hybrid,Automatic,Un-Registered,Bronze,Imported,1500,2024-04-26,High,Medium,Friday,5
Toyota Prado TX L Package 2.7 2018,27500000,Islamabad,2018,25000,Petrol,Automatic,Un-Registered,White,Imported,2700,2024-04-26,High,Low,Friday,6
Toyota Mark X 300 G S Package 2005,4980000,Mardan,2005,100000,Petrol,Automatic,Islamabad,Black,Imported,3000,2024-04-26,High,Medium,Friday,19
Toyota Voxy X 2014,4150000,Gujranwala,2014,135000,Hybrid,Automatic,Islamabad,Glitter Black,Imported,2000,2024-04-26,High,High,Friday,10
Toyota Corolla Cross 1.8 HEV X 2024,10500000,Islamabad,2024,10,Hybrid,Automatic,Un-Registered,Platinum White Pearl,Local,1798,2024-04-26,High,Low,Friday,0
Suzuki Wagon R VXL 2017,2450000,Islamabad,2017,80100,Petrol,Not Available,Islamabad,Solid White,Local,1000,2024-04-26,Medium,Medium,Friday,7
Toyota Hilux Vigo Champ GX 2016,7400000,Islamabad,2016,160000,Diesel,Automatic,Lahore,Attitude Black,Local,2500,2024-04-26,High,High,Friday,8
Toyota Fortuner 2.7 V 2021,14600000,Lahore,2021,30000,Petrol,Automatic,Punjab,White,Local,2700,2024-04-26,High,Low,Friday,3
Toyota Mark X 250G 2010,7000000,Peshawar,2010,147000,Petrol,Automatic,Islamabad,Grey,Imported,2500,2024-04-26,High,High,Friday,14
Toyota Land Cruiser ZX Gasoline 3.5L 2021,72500000,Karachi,2021,1700,Petrol,Automatic,Karachi,Precious Wite Pearl,Imported,3500,2024-04-26,High,Low,Friday,3
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2720000,Wazirabad,2019,84000,Petrol,Automatic,Lahore,White,Local,1300,2024-05-02,Medium,Medium,Thursday,5
Toyota Raize 2021,5350000,Multan,2021,80000,Petrol,Automatic,Un-Registered,White,Imported,1000,2024-05-02,High,Medium,Thursday,3
Honda City i-DSI Vario 2004,1700000,Rawalpindi,2004,212000,Petrol,Automatic,Islamabad,Black,Imported,1300,2024-05-02,Low,High,Thursday,20
Toyota Corolla Altis X Automatic 1.6 2022,5699000,Karachi,2022,34000,Petrol,Automatic,Sindh,Gold,Local,1600,2024-05-02,High,Low,Thursday,2
Toyota Corolla SE Limited 2001,1295000,Attock,2001,160250,Petrol,Not Available,Islamabad,White,Imported,1500,2024-05-02,Low,High,Thursday,23
Honda Vezel Hybrid Z 2018,8800000,Islamabad,2018,53950,Hybrid,Automatic,Un-Registered,White,Imported,1500,2024-05-02,High,Medium,Thursday,6
Honda City 2013,3150000,Islamabad,2013,120000,Petrol,Not Available,Islamabad,White,Local,1500,2024-05-02,Medium,High,Thursday,11
Toyota Corolla 2021,5000000,Faisalabad,2021,65000,Petrol,Automatic,Punjab,White,Local,1500,2024-05-02,High,Medium,Thursday,3
MG HS Trophy 2021,6575000,Multan,2021,8700,Petrol,Automatic,Punjab,White,Imported,1500,2024-05-02,High,Low,Thursday,3
Toyota Corolla XE 1994,1100000,Rawalpindi,1994,324447,Petrol,Not Available,Punjab,Navy,Local,1300,2024-05-02,Low,High,Thursday,30
Toyota Corolla GLi 1.6 1994,1175000,Lahore,1994,250000,Petrol,Automatic,Lahore,White,Imported,1600,2024-05-02,Low,High,Thursday,30
Nissan Serena HIGHWAY STAR 2018,6598999,Karachi,2018,154739,Hybrid,Automatic,Un-Registered,White,Imported,1200,2024-05-02,High,High,Thursday,6
Daihatsu Rocky Premium 1986,1700000,Rawalpindi,2000,180000,Diesel,Not Available,Islamabad,Red,Imported,2800,2024-05-02,Low,High,Thursday,24
Toyota Vitz F 1.0 2014,3350000,Karachi,2014,70000,Petrol,Automatic,Karachi,Silver,Imported,1000,2024-05-02,Medium,Medium,Thursday,10
Toyota Corolla GLi Limited Edition 1.3 VVTi 2014,3335000,Lahore,2014,100000,Petrol,Not Available,Lahore,Silver Metallic,Local,1300,2024-05-02,Medium,Medium,Thursday,10
Honda City 1.2L CVT 2022,4450000,Lahore,2022,22300,Petrol,Automatic,Punjab,White,Local,1200,2024-05-02,High,Low,Thursday,2
Suzuki Mehran VXR Euro II 2019,1200000,Karachi,2019,100000,Petrol,Not Available,Karachi,Solid White,Local,796,2024-05-02,Low,Medium,Thursday,5
Toyota Fortuner 2.7 VVTi 2017,11900000,Narowal,2017,67000,Petrol,Automatic,Islamabad,White,Local,2700,2024-05-02,High,Medium,Thursday,7
Toyota Corolla Altis X Automatic 1.6 2021,4900000,Islamabad,2021,48000,Petrol,Automatic,Islamabad,White,Local,1600,2024-04-26,High,Low,Friday,3
Toyota Land Cruiser AX 2017,35500000,Lahore,2017,82000,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,4600,2024-04-26,High,Medium,Friday,7
Toyota Land Cruiser AX 2012,23500000,Lahore,2012,93000,Petrol,Automatic,Islamabad,White,Imported,4600,2024-04-26,High,Medium,Friday,12
Toyota Prado TX L Package 2.7 2019,30000000,Lahore,2019,29000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-04-26,High,Low,Friday,5
